,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
106,The Very First Night (Taylor's Version) (From The Vault),Red (Taylor's Version),2021-11-12,29,6pYNq0ZwpPVazKzsqpf0G8,spotify:track:6pYNq0ZwpPVazKzsqpf0G8,0.00115,0.678,0.733,0.0,0.104,-5.025,0.0281,121.009,0.581,77,200280
107,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),2021-11-12,30,5enxwA8aAbwZbf5qCHORXi,spotify:track:5enxwA8aAbwZbf5qCHORXi,0.274,0.631,0.518,0.0,0.088,-8.771,0.0303,93.023,0.205,87,613026
108,Fearless (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,1,77sMIMlNaSURUAXq5coCxE,spotify:track:77sMIMlNaSURUAXq5coCxE,0.0122,0.569,0.741,0.0,0.333,-4.963,0.0282,100.118,0.43,86,241591
109,Fifteen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,2,2nqio0SfWg6gh2eCtfuMa5,spotify:track:2nqio0SfWg6gh2eCtfuMa5,0.116,0.559,0.646,0.0,0.32,-4.61,0.0272,95.466,0.289,74,294419
110,Love Story (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,3,6YvqWjhGD8mB5QXcbcUKtx,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,0.13,0.627,0.792,3.97e-06,0.0845,-4.311,0.031,119.054,0.415,82,235766
111,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,4,550erGcdD9n6PnwxrvYqZT,spotify:track:550erGcdD9n6PnwxrvYqZT,0.106,0.788,0.571,0.0,0.0934,-6.135,0.0296,115.99,0.797,73,254254
112,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,5,5YL553x8sHderRBDlm3NM3,spotify:track:5YL553x8sHderRBDlm3NM3,0.369,0.423,0.517,0.0,0.177,-7.377,0.0486,185.262,0.366,73,234515
113,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,6,1qrpoAMXodY6895hGKoUpA,spotify:track:1qrpoAMXodY6895hGKoUpA,0.0623,0.632,0.773,0.0,0.0885,-4.856,0.0346,130.033,0.474,87,231124
114,Breathe (feat. Colbie Caillat) (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,7,7HC7R2D8WjXVcUHJyEGjRs,spotify:track:7HC7R2D8WjXVcUHJyEGjRs,0.156,0.506,0.626,0.0,0.228,-6.066,0.0287,148.035,0.321,70,263377
115,Tell Me Why (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,8,0k0vFacOHNuArLWMiH60p7,spotify:track:0k0vFacOHNuArLWMiH60p7,0.0222,0.578,0.909,0.0,0.333,-3.669,0.0628,100.023,0.541,69,200575
116,You’re Not Sorry (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,9,6iiAfo4wTA2CVC3Uwx9uh8,spotify:track:6iiAfo4wTA2CVC3Uwx9uh8,0.0538,0.506,0.444,0.0,0.123,-4.99,0.0285,133.873,0.241,71,261842
117,The Way I Loved You (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,10,22bPsP2jCgbLUvh82U0Z3M,spotify:track:22bPsP2jCgbLUvh82U0Z3M,0.0033,0.402,0.732,0.0,0.108,-4.665,0.0484,161.032,0.472,85,243136
118,Forever & Always (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,11,1msEuwSBneBKpVCZQcFTsU,spotify:track:1msEuwSBneBKpVCZQcFTsU,0.0231,0.598,0.821,0.0,0.143,-4.433,0.0447,128.03,0.673,75,225328
119,The Best Day (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,12,6ON9UuIq49xXY9GPmHIYRp,spotify:track:6ON9UuIq49xXY9GPmHIYRp,0.488,0.642,0.576,0.0,0.159,-8.524,0.0282,125.0,0.469,68,245290
120,Change (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,13,3ExweHKZF9B752DPQByRVT,spotify:track:3ExweHKZF9B752DPQByRVT,0.000191,0.499,0.815,0.0,0.181,-4.063,0.0341,95.999,0.344,67,279359
121,Jump Then Fall (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,14,2m3ObD945KvpE5y9A1eUWm,spotify:track:2m3ObD945KvpE5y9A1eUWm,0.0474,0.572,0.69,0.0,0.0897,-6.201,0.0358,160.111,0.624,69,237580
122,Untouchable (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,15,0tQ9vBYpldCuikPsbgOVKA,spotify:track:0tQ9vBYpldCuikPsbgOVKA,0.0181,0.393,0.531,0.0,0.169,-6.112,0.0329,200.391,0.224,69,312107
123,Forever & Always (Piano Version) (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,16,01QdEx6kFr78ZejhQtWR5m,spotify:track:01QdEx6kFr78ZejhQtWR5m,0.819,0.546,0.273,0.0,0.137,-9.208,0.0308,118.753,0.271,68,267833
124,Come In With The Rain (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,17,1n2wszmJyVkw6FHqyLnQsY,spotify:track:1n2wszmJyVkw6FHqyLnQsY,0.0406,0.476,0.564,0.0,0.102,-5.677,0.0269,143.929,0.167,67,237338
125,Superstar (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,18,51A8eKvvZz9uydvIZ7xRSV,spotify:track:51A8eKvvZz9uydvIZ7xRSV,0.157,0.454,0.555,0.0,0.343,-6.69,0.0283,171.862,0.171,66,263865
126,The Other Side Of The Door (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,19,1cSFlSBdpT4F5vb1frQ231,spotify:track:1cSFlSBdpT4F5vb1frQ231,0.0279,0.432,0.873,0.0,0.167,-4.367,0.0577,163.936,0.629,71,238443
127,Today Was A Fairytale (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,20,2JoJrsEV15OzbijS47lids,spotify:track:2JoJrsEV15OzbijS47lids,0.0135,0.482,0.779,0.0,0.296,-5.025,0.0409,158.162,0.328,69,241822
128,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,21,4CHpVfAhuxNJ3ibExe6kxO,spotify:track:4CHpVfAhuxNJ3ibExe6kxO,0.816,0.599,0.494,0.0,0.101,-7.61,0.0372,142.893,0.44,66,220839
129,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,22,2CYVETnhM9aytqrazYYwrK,spotify:track:2CYVETnhM9aytqrazYYwrK,0.162,0.66,0.817,0.0,0.0667,-6.269,0.0521,135.942,0.714,78,277591
130,We Were Happy (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,23,34V9RiEPe8MNdU32qJsJa1,spotify:track:34V9RiEPe8MNdU32qJsJa1,0.849,0.609,0.373,0.0,0.0779,-8.819,0.0263,106.007,0.13,69,244236
131,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,24,7eResoqEJJAVTkQYSqvO3P,spotify:track:7eResoqEJJAVTkQYSqvO3P,0.225,0.588,0.608,0.0,0.092,-7.062,0.0365,90.201,0.508,70,189495
132,Don’t You (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,25,4uuEGH5SVuzkkSFjo2DEiY,spotify:track:4uuEGH5SVuzkkSFjo2DEiY,0.514,0.563,0.473,1.2e-05,0.109,-11.548,0.0503,101.934,0.405,70,208608
133,Bye Bye Baby (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021-04-09,26,4qUijfYU8EoIWiY6oSyrgT,spotify:track:4qUijfYU8EoIWiY6oSyrgT,0.334,0.624,0.624,0.0,0.0995,-7.86,0.0539,80.132,0.527,69,242157
134,willow,evermore (deluxe version),2021-01-07,1,2gVhfX2Gy1T9kDuS9azrF7,spotify:track:2gVhfX2Gy1T9kDuS9azrF7,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,0.529,74,214706
135,champagne problems,evermore (deluxe version),2021-01-07,2,1gcyHQpBQ1lfXGdhZmWrHP,spotify:track:1gcyHQpBQ1lfXGdhZmWrHP,0.92,0.462,0.24,0.0,0.113,-12.077,0.0377,171.319,0.32,75,244000
136,gold rush,evermore (deluxe version),2021-01-07,3,3Dby3p1m6IOZn2gIIqECgK,spotify:track:3Dby3p1m6IOZn2gIIqECgK,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,0.353,72,185320
137,‘tis the damn season,evermore (deluxe version),2021-01-07,4,6sQckd3Z8NPxVVKUnavY1F,spotify:track:6sQckd3Z8NPxVVKUnavY1F,0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,0.348,73,229840
138,tolerate it,evermore (deluxe version),2021-01-07,5,6lCvK2AR2uOKkVFCVlAzzm,spotify:track:6lCvK2AR2uOKkVFCVlAzzm,0.878,0.316,0.361,2.67e-05,0.0797,-10.381,0.0488,74.952,0.221,73,245440
139,"no body, no crime (feat. HAIM)",evermore (deluxe version),2021-01-07,6,6uwfVkaOM1mcMkFmSn35ix,spotify:track:6uwfVkaOM1mcMkFmSn35ix,0.418,0.546,0.613,0.0,0.103,-7.589,0.0264,79.015,0.535,72,215626
140,happiness,evermore (deluxe version),2021-01-07,7,55Vf4bimc1Rtfg0PAQRAo2,spotify:track:55Vf4bimc1Rtfg0PAQRAo2,0.87,0.559,0.334,0.0,0.114,-10.733,0.0376,122.079,0.211,70,315146
141,dorothea,evermore (deluxe version),2021-01-07,8,66tOfHVH3aUrscg8vExRV4,spotify:track:66tOfHVH3aUrscg8vExRV4,0.696,0.605,0.488,0.0,0.129,-8.322,0.0264,119.966,0.354,70,225880
142,coney island (feat. The National),evermore (deluxe version),2021-01-07,9,2awNGIJHodfLZSClB3PYhz,spotify:track:2awNGIJHodfLZSClB3PYhz,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,0.292,70,275320
143,ivy,evermore (deluxe version),2021-01-07,10,43Ykum9T72UOPhBN31grpN,spotify:track:43Ykum9T72UOPhBN31grpN,0.855,0.515,0.545,1.97e-05,0.0921,-9.277,0.0353,88.856,0.535,71,260440
144,cowboy like me,evermore (deluxe version),2021-01-07,11,52OkpDsU6MmPx1AwGOb6Ap,spotify:track:52OkpDsU6MmPx1AwGOb6Ap,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,71,275040
145,long story short,evermore (deluxe version),2021-01-07,12,5VYWxXUpxuxEmCqMLDqICo,spotify:track:5VYWxXUpxuxEmCqMLDqICo,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,0.573,70,215920
146,marjorie,evermore (deluxe version),2021-01-07,13,5uICWmZTLkpEVbK22PBP6e,spotify:track:5uICWmZTLkpEVbK22PBP6e,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,0.287,70,257773
147,closure,evermore (deluxe version),2021-01-07,14,6a8aUhYbaQBUI8PcJ5ZmQ6,spotify:track:6a8aUhYbaQBUI8PcJ5ZmQ6,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,0.92,68,180653
148,evermore (feat. Bon Iver),evermore (deluxe version),2021-01-07,15,6Wlq9rqkxrqj5Kls4Kw14H,spotify:track:6Wlq9rqkxrqj5Kls4Kw14H,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,0.32,71,304106
149,right where you left me - bonus track,evermore (deluxe version),2021-01-07,16,3zwMVvkBe2qIKDObWgXw4N,spotify:track:3zwMVvkBe2qIKDObWgXw4N,0.769,0.581,0.619,0.000106,0.117,-6.524,0.0282,137.915,0.645,81,245026
150,it’s time to go - bonus track,evermore (deluxe version),2021-01-07,17,1kdWw77ZpYOkhxeuhzU1j6,spotify:track:1kdWw77ZpYOkhxeuhzU1j6,0.801,0.592,0.41,1.39e-05,0.09,-12.426,0.0397,151.923,0.416,73,254640
151,willow,evermore,2020-12-11,1,0lx2cLdOt3piJbcaXIV74f,spotify:track:0lx2cLdOt3piJbcaXIV74f,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,0.529,82,214706
152,champagne problems,evermore,2020-12-11,2,0sY6ZUTh4yoctD8VIXz339,spotify:track:0sY6ZUTh4yoctD8VIXz339,0.92,0.462,0.24,0.0,0.113,-12.077,0.0377,171.319,0.32,82,244000
153,gold rush,evermore,2020-12-11,3,5BK0uqwY9DNfZ630STAEaq,spotify:track:5BK0uqwY9DNfZ630STAEaq,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,0.353,75,185320
154,‘tis the damn season,evermore,2020-12-11,4,7dW84mWkdWE5a6lFWxJCBG,spotify:track:7dW84mWkdWE5a6lFWxJCBG,0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,0.348,76,229840
155,tolerate it,evermore,2020-12-11,5,0PurA4JVJ8YQgSVopY8fn6,spotify:track:0PurA4JVJ8YQgSVopY8fn6,0.878,0.316,0.361,2.67e-05,0.0797,-10.381,0.0488,74.952,0.221,78,245440
156,"no body, no crime (feat. HAIM)",evermore,2020-12-11,6,3RaT22zZsxVYxxKR7TAaYF,spotify:track:3RaT22zZsxVYxxKR7TAaYF,0.418,0.546,0.613,0.0,0.103,-7.589,0.0264,79.015,0.535,75,215626
157,happiness,evermore,2020-12-11,7,73YUReisjb3A9ActdLLjJQ,spotify:track:73YUReisjb3A9ActdLLjJQ,0.87,0.559,0.334,0.0,0.114,-10.733,0.0376,122.079,0.211,70,315146
158,dorothea,evermore,2020-12-11,8,670fUmXf4KQekzbEgaXyPA,spotify:track:670fUmXf4KQekzbEgaXyPA,0.696,0.605,0.488,0.0,0.129,-8.322,0.0264,119.966,0.354,69,225880
159,coney island (feat. The National),evermore,2020-12-11,9,3k7ne7VmH43ZPWxPdvPUgR,spotify:track:3k7ne7VmH43ZPWxPdvPUgR,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,0.292,69,275320
160,ivy,evermore,2020-12-11,10,19CSr8rwW05VJL2F91KFNK,spotify:track:19CSr8rwW05VJL2F91KFNK,0.855,0.515,0.545,1.97e-05,0.0921,-9.277,0.0353,88.856,0.535,73,260440
161,cowboy like me,evermore,2020-12-11,11,1XjHRolIXL2M1EEOUsGGR4,spotify:track:1XjHRolIXL2M1EEOUsGGR4,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,72,275040
162,long story short,evermore,2020-12-11,12,2o2sgVJIgFXk8GQjWTgI6U,spotify:track:2o2sgVJIgFXk8GQjWTgI6U,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,0.573,69,215920
163,marjorie,evermore,2020-12-11,13,12ntTeqEeTg7GAVpe8Mhpl,spotify:track:12ntTeqEeTg7GAVpe8Mhpl,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,0.287,75,257773
164,closure,evermore,2020-12-11,14,35rdVq36LMHQX0Suw9a6tK,spotify:track:35rdVq36LMHQX0Suw9a6tK,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,0.92,67,180653
165,evermore (feat. Bon Iver),evermore,2020-12-11,15,3O5osWf1rSoKMwe6E9ZaXP,spotify:track:3O5osWf1rSoKMwe6E9ZaXP,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,0.32,70,304106
166,the 1,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,1,0P9wLFurlgumLXuqFEpw52,spotify:track:0P9wLFurlgumLXuqFEpw52,0.75,0.78,0.361,7.14e-06,0.108,-6.942,0.048,139.902,0.163,56,210240
167,cardigan,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,2,7zcnlq38eqNWyUF6eNaB5Z,spotify:track:7zcnlq38eqNWyUF6eNaB5Z,0.525,0.612,0.58,0.000414,0.26,-8.572,0.0419,130.045,0.534,57,239560
168,the last great american dynasty,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,3,4ojxSyrEraN7d46BMBPThZ,spotify:track:4ojxSyrEraN7d46BMBPThZ,0.481,0.688,0.653,0.00414,0.106,-8.558,0.0403,147.991,0.701,55,231000
169,exile (feat. Bon Iver),folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,4,6kz2hkq1xQvDqPcUyBkw8f,spotify:track:6kz2hkq1xQvDqPcUyBkw8f,0.761,0.31,0.374,2.46e-05,0.11,-8.464,0.0275,75.938,0.16,56,285640
170,my tears ricochet,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,5,0Oju1YcbPCJuUQQWoZNdJK,spotify:track:0Oju1YcbPCJuUQQWoZNdJK,0.814,0.456,0.265,0.0,0.0679,-10.663,0.0328,129.947,0.112,55,255893
171,mirrorball,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,6,5jQyGzcwqAxwT5QUIMivoX,spotify:track:5jQyGzcwqAxwT5QUIMivoX,0.686,0.549,0.417,1.9e-06,0.0604,-10.064,0.035,110.137,0.347,54,208973
172,seven,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,7,2vJ7QvyCiR4DaHxwO58izA,spotify:track:2vJ7QvyCiR4DaHxwO58izA,0.888,0.602,0.494,2.59e-05,0.0902,-10.813,0.0277,94.955,0.374,54,208906
173,august,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,8,1UHoF9p75IVsvUt6WdTYhn,spotify:track:1UHoF9p75IVsvUt6WdTYhn,0.553,0.387,0.634,6.93e-05,0.0931,-9.222,0.0363,89.567,0.42,58,261920
174,this is me trying,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,9,5DnDBYrfGoxdnomqEAkFIv,spotify:track:5DnDBYrfGoxdnomqEAkFIv,0.312,0.511,0.478,2.3e-05,0.147,-9.837,0.0322,135.882,0.408,54,195106
175,illicit affairs,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,10,7CVTowKpGPA2MsIbkTl2oc,spotify:track:7CVTowKpGPA2MsIbkTl2oc,0.862,0.529,0.304,0.0,0.108,-10.567,0.0356,119.58,0.44,54,190893
176,invisible string,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,11,4WHIqhrbdva5vQSrCuet3l,spotify:track:4WHIqhrbdva5vQSrCuet3l,0.859,0.651,0.459,6.63e-05,0.105,-11.128,0.0507,83.455,0.454,55,252880
177,mad woman,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,12,7klXN6RCN5Rj0VeYO5gBzU,spotify:track:7klXN6RCN5Rj0VeYO5gBzU,0.67,0.593,0.7,6.77e-06,0.116,-9.016,0.0492,141.898,0.451,52,237266
178,epiphany,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,13,5MFjHn1qfR9AsWuyzJLk1z,spotify:track:5MFjHn1qfR9AsWuyzJLk1z,0.727,0.317,0.254,0.000326,0.0867,-13.679,0.0286,93.933,0.103,51,289746
179,betty,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,14,2jhfs6moEAK13eLM6xim4l,spotify:track:2jhfs6moEAK13eLM6xim4l,0.589,0.595,0.376,0.0,0.0989,-8.767,0.0256,95.946,0.476,53,294520
180,peace,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,15,0O9i6jhscByEJs1ipy5hu4,spotify:track:0O9i6jhscByEJs1ipy5hu4,0.916,0.644,0.284,1.5e-05,0.0909,-12.879,0.0821,150.072,0.328,51,234000
181,hoax,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,16,4XCYmu7QLySdIahgBALKJK,spotify:track:4XCYmu7QLySdIahgBALKJK,0.964,0.676,0.178,7.9e-06,0.135,-15.01,0.0394,118.84,0.404,50,220040
182,the lakes - bonus track,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,17,0zEprKYeuGOIZoHyu6O1E2,spotify:track:0zEprKYeuGOIZoHyu6O1E2,0.842,0.313,0.258,1.3e-06,0.0948,-11.532,0.0383,179.947,0.268,52,211813
183,the 1 - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,1,08J4bMHbILkwSIhbtrcvjN,spotify:track:08J4bMHbILkwSIhbtrcvjN,0.898,0.708,0.25,0.026,0.102,-10.731,0.0361,139.803,0.156,61,219893
184,cardigan - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,2,3EPgWM1zfTSzEc0z4AwWTM,spotify:track:3EPgWM1zfTSzEc0z4AwWTM,0.88,0.395,0.234,0.0,0.107,-9.704,0.0382,86.478,0.247,63,230680
185,the last great american dynasty - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,3,28tIMaewZuGR8urkvFhQyA,spotify:track:28tIMaewZuGR8urkvFhQyA,0.743,0.64,0.618,0.004,0.0574,-11.715,0.0379,147.948,0.614,59,232346
186,exile (feat. Bon Iver) - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,4,7N015NTIWGjQDddHUdHPoO,spotify:track:7N015NTIWGjQDddHUdHPoO,0.848,0.359,0.305,6.74e-05,0.111,-10.295,0.0306,151.956,0.108,60,279893
187,my tears ricochet - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,5,5mdNyCS7ttVcAyVYOIFEjs,spotify:track:5mdNyCS7ttVcAyVYOIFEjs,0.946,0.531,0.172,1.01e-05,0.0615,-12.34,0.0351,129.007,0.168,62,295173
188,mirrorball - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,6,2yceD2hx5HhOLgkm1CITCi,spotify:track:2yceD2hx5HhOLgkm1CITCi,0.78,0.509,0.386,3.45e-05,0.118,-8.434,0.0272,109.993,0.109,60,237373
189,seven - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,7,4cOWq0cVsKjxaQpRMbDoH1,spotify:track:4cOWq0cVsKjxaQpRMbDoH1,0.914,0.694,0.449,0.000126,0.1,-11.49,0.0301,94.963,0.363,59,208986
190,august - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,8,4MGexoZc12lqE0hYkq9YYx,spotify:track:4MGexoZc12lqE0hYkq9YYx,0.5,0.554,0.663,4.77e-05,0.791,-8.961,0.0324,89.977,0.545,63,260000
191,this is me trying - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,9,1gaLZjPrDnHQWJds2Jg4KT,spotify:track:1gaLZjPrDnHQWJds2Jg4KT,0.928,0.435,0.332,0.000898,0.0867,-11.611,0.031,68.097,0.157,62,209293
192,illicit affairs - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,10,560uQyz3p5G9WdnMX39xc6,spotify:track:560uQyz3p5G9WdnMX39xc6,0.883,0.489,0.235,0.0,0.113,-10.274,0.0356,117.699,0.435,60,183720
193,invisible string - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,11,5KByGq0JijSSDcy0qzuINs,spotify:track:5KByGq0JijSSDcy0qzuINs,0.942,0.59,0.282,4.85e-06,0.11,-10.542,0.0281,83.438,0.351,59,257359
194,mad woman - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,12,04xrhDrQ2WOW8GLwu7kbc0,spotify:track:04xrhDrQ2WOW8GLwu7kbc0,0.887,0.663,0.465,0.000168,0.109,-10.463,0.0408,141.834,0.346,57,238333
195,epiphany - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,13,4yyKppX85ZkmlGOC2toBZA,spotify:track:4yyKppX85ZkmlGOC2toBZA,0.916,0.524,0.2,0.000392,0.068,-13.004,0.0274,93.87,0.113,57,274880
196,betty - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,14,1mh5dObNoOvCfHmXnhvDEK,spotify:track:1mh5dObNoOvCfHmXnhvDEK,0.841,0.538,0.316,0.0,0.119,-9.5,0.0299,95.68,0.518,58,290040
197,peace - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,15,4YHHz3VIXgNDGdoL9xC1tx,spotify:track:4YHHz3VIXgNDGdoL9xC1tx,0.93,0.619,0.344,7.61e-05,0.0734,-11.472,0.0647,149.897,0.513,57,214373
198,hoax - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,16,0QTBsdoJhamY3Aid3fOsOd,spotify:track:0QTBsdoJhamY3Aid3fOsOd,0.962,0.682,0.155,0.0,0.18,-13.083,0.0394,118.832,0.483,58,221800
199,the lakes - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,17,6mqyTq948oap5AkyTsd6XF,spotify:track:6mqyTq948oap5AkyTsd6XF,0.794,0.606,0.221,0.0,0.0888,-11.767,0.0468,89.844,0.112,60,199733
200,the 1,folklore (deluxe version),2020-08-18,1,4pfrrhvplbJZAIsfosGWQP,spotify:track:4pfrrhvplbJZAIsfosGWQP,0.75,0.78,0.361,7.14e-06,0.108,-6.942,0.048,139.902,0.163,76,210240
201,cardigan,folklore (deluxe version),2020-08-18,2,0KRYCBwIpWYFNrXOmXbyUh,spotify:track:0KRYCBwIpWYFNrXOmXbyUh,0.525,0.612,0.58,0.000414,0.26,-8.572,0.0419,130.045,0.534,76,239560
202,the last great american dynasty,folklore (deluxe version),2020-08-18,3,2olxzvoFI9IpxqFeUv7WOX,spotify:track:2olxzvoFI9IpxqFeUv7WOX,0.481,0.688,0.653,0.00414,0.106,-8.558,0.0403,147.991,0.701,74,231000
203,exile (feat. Bon Iver),folklore (deluxe version),2020-08-18,4,5S4aYQAJOwJMAamANWlICO,spotify:track:5S4aYQAJOwJMAamANWlICO,0.761,0.31,0.374,2.46e-05,0.11,-8.464,0.0275,75.938,0.16,75,285640
204,my tears ricochet,folklore (deluxe version),2020-08-18,5,5P2bHCDM2tsgIaYWsZMhu5,spotify:track:5P2bHCDM2tsgIaYWsZMhu5,0.814,0.456,0.265,0.0,0.0679,-10.663,0.0328,129.947,0.112,75,255893
205,mirrorball,folklore (deluxe version),2020-08-18,6,2I8YAEA1VmCuP1wkJHMpTw,spotify:track:2I8YAEA1VmCuP1wkJHMpTw,0.686,0.549,0.417,1.9e-06,0.0604,-10.064,0.035,110.137,0.347,74,208973
206,seven,folklore (deluxe version),2020-08-18,7,76mOLcXOjOEhyY4mMF1l3r,spotify:track:76mOLcXOjOEhyY4mMF1l3r,0.888,0.602,0.494,2.59e-05,0.0902,-10.813,0.0277,94.955,0.374,74,208906
207,august,folklore (deluxe version),2020-08-18,8,6nK2pIKFcRc5frrZKHgsiT,spotify:track:6nK2pIKFcRc5frrZKHgsiT,0.553,0.387,0.634,6.93e-05,0.0931,-9.222,0.0363,89.567,0.42,77,261920
208,this is me trying,folklore (deluxe version),2020-08-18,9,7cm50Lw03k6VvRauJtkyTj,spotify:track:7cm50Lw03k6VvRauJtkyTj,0.312,0.511,0.478,2.3e-05,0.147,-9.837,0.0322,135.882,0.408,74,195106
209,illicit affairs,folklore (deluxe version),2020-08-18,10,6DrLROM5MG9bxWHeEG5elq,spotify:track:6DrLROM5MG9bxWHeEG5elq,0.862,0.529,0.304,0.0,0.108,-10.567,0.0356,119.58,0.44,74,190893
